name,accuracy,precision0,recall0,precision1,recall1,balanced_accuracy,f1_score0,f1_score1,average_f1_score,fowlkes_mallows0,fowlkes_mallows1,markedness,mcc,jaccard_index,cohens_kappa
"RF(max_depth=2, n=8), thr=0.2",0.5814814814814815,0.9512195121951219,0.26,0.5152838427947598,0.9833333333333333,0.6216666666666666,0.4083769633507853,0.6762177650429799,0.5422973641968827,0.4973098361894039,0.7118256659802177,0.7332516774949409,0.6684605416565488,0.40992167101827676,0.6115355233002292
"RF(max_depth=2, n=32), thr=0.2",0.5740740740740741,0.972972972972973,0.24,0.5107296137339056,0.9916666666666667,0.6158333333333333,0.3850267379679144,0.6742209631728046,0.5296238505703594,0.4832323597540975,0.7116695396175505,0.7418512933534394,0.6673751519195926,0.4025974025974026,0.6058644325971059
"RF(max_depth=2, n=128), thr=0.2",0.5740740740740741,0.9487179487179487,0.24666666666666667,0.5108225108225108,0.9833333333333333,0.615,0.3915343915343915,0.6723646723646723,0.531949531949532,0.4837531333408539,0.7087374706538396,0.7297702297702298,0.6625533033302504,0.4025974025974026,0.605263157894737
"RF(max_depth=8, n=8), thr=0.2",0.7185185185185186,0.9204545454545454,0.54,0.6208791208791209,0.9416666666666667,0.7408333333333333,0.680672268907563,0.7483443708609272,0.7145083198842451,0.7050145066205763,0.7646313962695831,0.7706668331668332,0.7553146992524042,0.5606936416184971,0.7290015847860538
"RF(max_depth=8, n=32), thr=0.2",0.7222222222222222,0.9411764705882353,0.5333333333333333,0.6216216216216216,0.9583333333333334,0.7458333333333333,0.6808510638297872,0.7540983606557377,0.7174747122427625,0.7084919084320762,0.7718294634961279,0.7813990461049285,0.7630157134104252,0.5652173913043478,0.733201581027668
"RF(max_depth=8, n=128), thr=0.2",0.7148148148148148,0.9294117647058824,0.5266666666666666,0.6162162162162163,0.95,0.7383333333333333,0.6723404255319149,0.7475409836065574,0.7099407045692361,0.6996357595766752,0.7651179029439877,0.7728139904610494,0.7549915052046834,0.5561959654178674,0.7260869565217392
"RF(max_depth=None, n=8), thr=0.2",0.725925925925926,0.9318181818181818,0.5466666666666666,0.6263736263736264,0.95,0.7483333333333333,0.6890756302521008,0.7549668874172185,0.7220212588346597,0.7137183894183611,0.7713980457940927,0.779095904095904,0.7632656760457317,0.5697674418604651,0.7361331220285261
"RF(max_depth=None, n=32), thr=0.2",0.7148148148148148,0.9195402298850575,0.5333333333333333,0.6174863387978142,0.9416666666666667,0.7375,0.6751054852320675,0.7458745874587459,0.7104900363454068,0.7003009752518536,0.7625393775851459,0.7685132843414358,0.7525309981588222,0.5561959654178674,0.7256532066508314
"RF(max_depth=None, n=128), thr=0.2",0.7111111111111111,0.9090909090909091,0.5333333333333333,0.6153846153846154,0.9333333333333333,0.7333333333333334,0.6722689075630253,0.7417218543046358,0.7069953809338305,0.6963106238227913,0.7578647467450735,0.7622377622377623,0.7473637224590768,0.5517241379310345,0.7218700475435816
"RF(max_depth=2, n=8), thr=0.5",0.8185185185185185,0.7953216374269005,0.9066666666666666,0.8585858585858586,0.7083333333333334,0.8075,0.8473520249221184,0.776255707762557,0.8118038663423377,0.8491711358340691,0.779849333631172,0.8269537480063796,0.8170777152559948,0.6927899686520376,0.8129770992366412
"RF(max_depth=2, n=32), thr=0.5",0.8296296296296296,0.8095238095238095,0.9066666666666666,0.8627450980392157,0.7333333333333333,0.82,0.8553459119496856,0.7927927927927928,0.8240693523712392,0.8567194721542484,0.7954116786684059,0.8361344537815126,0.827968024676315,0.7088607594936709,0.8248730964467005
"RF(max_depth=2, n=128), thr=0.5",0.837037037037037,0.8154761904761905,0.9133333333333333,0.8725490196078431,0.7416666666666667,0.8275,0.8616352201257862,0.8018018018018018,0.831718510963794,0.8630188800377355,0.8044504477441833,0.8440126050420168,0.8356547752546662,0.7197452229299363,0.8324873096446701
"RF(max_depth=8, n=8), thr=0.5",0.7851851851851852,0.7948717948717948,0.8266666666666667,0.7719298245614035,0.7333333333333333,0.78,0.8104575163398693,0.7521367521367521,0.7812971342383107,0.8106133585711607,0.7523841248624463,0.7834008097165992,0.7816952728049369,0.6463414634146342,0.7814070351758794
"RF(max_depth=8, n=32), thr=0.5",0.8074074074074075,0.8181818181818182,0.84,0.7931034482758621,0.7666666666666667,0.8033333333333333,0.8289473684210527,0.7796610169491526,0.8043041926851027,0.829019135649309,0.779773029163932,0.8056426332288402,0.8044857939971608,0.6770186335403726,0.8043478260869565
"RF(max_depth=8, n=128), thr=0.5",0.8222222222222222,0.8269230769230769,0.86,0.8157894736842105,0.775,0.8175,0.8431372549019608,0.7948717948717948,0.8190045248868778,0.8432993810941913,0.7951332228659944,0.8213562753036436,0.8194223182698837,0.6981132075471698,0.8190954773869347
"RF(max_depth=None, n=8), thr=0.5",0.8148148148148148,0.808641975308642,0.8733333333333333,0.8240740740740741,0.7416666666666667,0.8075,0.8397435897435898,0.7807017543859649,0.8102226720647774,0.8403653918204553,0.781785310430516,0.816358024691358,0.8118975674682196,0.6875,0.8106060606060606
"RF(max_depth=None, n=32), thr=0.5",0.8037037037037037,0.8050314465408805,0.8533333333333334,0.8018018018018018,0.7416666666666667,0.7975000000000001,0.8284789644012945,0.7705627705627706,0.7995208674820325,0.8288306025448655,0.7711482799498873,0.8034166241713412,0.8004437479645299,0.6718266253869969,0.7997481108312343
"RF(max_depth=None, n=128), thr=0.5",0.8185185185185185,0.8176100628930818,0.8666666666666667,0.8198198198198198,0.7583333333333333,0.8125,0.8414239482200647,0.7878787878787878,0.8146513680494263,0.841781080709629,0.7884774547802217,0.8187149413564507,0.815592172231649,0.6927899686520376,0.8148614609571788
"RF(max_depth=2, n=8), thr=0.8",0.6481481481481481,0.6131687242798354,0.9933333333333333,0.9629629629629629,0.21666666666666667,0.605,0.7582697201017812,0.35374149659863946,0.5560056083502103,0.7804363733095969,0.4567734398020992,0.7880658436213992,0.6739163982499836,0.4794520547945205,0.6138211382113821
"RF(max_depth=2, n=32), thr=0.8",0.6111111111111112,0.5882352941176471,1.0,1.0,0.125,0.5625,0.7407407407407407,0.2222222222222222,0.48148148148148145,0.7669649888473704,0.3535533905932738,0.7941176470588236,0.6355815361366601,0.44,0.5684931506849314
"RF(max_depth=2, n=128), thr=0.8",0.6148148148148148,0.5912698412698413,0.9933333333333333,0.9444444444444444,0.14166666666666666,0.5675,0.7412935323383084,0.2463768115942029,0.49383517196625565,0.7663733048117232,0.36578176047514493,0.7678571428571428,0.6344632185501193,0.44385026737967914,0.5737704918032787
"RF(max_depth=8, n=8), thr=0.8",0.725925925925926,0.677570093457944,0.9666666666666667,0.9107142857142857,0.425,0.6958333333333333,0.7967032967032966,0.5795454545454546,0.6881243756243756,0.809311079669624,0.6221362965046898,0.7941421895861148,0.7400059279697361,0.5697674418604651,0.7068661971830986
"RF(max_depth=8, n=32), thr=0.8",0.7407407407407407,0.6869158878504673,0.98,0.9464285714285714,0.44166666666666665,0.7108333333333333,0.8076923076923077,0.6022727272727273,0.7049825174825175,0.820473991113343,0.6465337983284032,0.8166722296395194,0.7583893607503968,0.5882352941176471,0.7227112676056338
"RF(max_depth=8, n=128), thr=0.8",0.7444444444444445,0.6901408450704225,0.98,0.9473684210526315,0.45,0.715,0.8099173553719008,0.6101694915254238,0.7100434234486623,0.8223977311307552,0.6529286250990105,0.818754633061527,0.7617866423411025,0.5929203539823009,0.7269129287598945
"RF(max_depth=None, n=8), thr=0.8",0.737037037037037,0.6889952153110048,0.96,0.9016393442622951,0.4583333333333333,0.7091666666666666,0.8022284122562674,0.6077348066298343,0.7049816094430508,0.8132867924038633,0.6428463005417536,0.7953172797866499,0.7485367800186543,0.5835777126099707,0.7199824715162138
"RF(max_depth=None, n=32), thr=0.8",0.7333333333333333,0.6822429906542056,0.9733333333333334,0.9285714285714286,0.43333333333333335,0.7033333333333334,0.8021978021978022,0.5909090909090909,0.6965534465534466,0.8148925353914835,0.6343350474165466,0.8054072096128171,0.7491976443600664,0.5789473684210527,0.7147887323943662
"RF(max_depth=None, n=128), thr=0.8",0.7444444444444445,0.6901408450704225,0.98,0.9473684210526315,0.45,0.715,0.8099173553719008,0.6101694915254238,0.7100434234486623,0.8223977311307552,0.6529286250990105,0.818754633061527,0.7617866423411025,0.5929203539823009,0.7269129287598945
"LGBM(num_leaves=4, n=8), thr=0.2",0.4444444444444444,0.0,0.0,0.4444444444444444,1.0,0.5,0.0,0.6153846153846154,0.3076923076923077,0.0,0.6666666666666666,0.2222222222222222,0.5,0.2857142857142857,0.5
"LGBM(num_leaves=4, n=32), thr=0.2",0.7185185185185186,0.87,0.58,0.6294117647058823,0.8916666666666667,0.7358333333333333,0.696,0.7379310344827587,0.7169655172413794,0.7103520254071216,0.7491498449549853,0.7497058823529412,0.74267049797665,0.5606936416184971,0.7263999999999999
"LGBM(num_leaves=4, n=128), thr=0.2",0.7851851851851852,0.8709677419354839,0.72,0.7123287671232876,0.8666666666666667,0.7933333333333333,0.7883211678832117,0.7819548872180451,0.7851380275506283,0.7918944211153077,0.7857172507801492,0.7916482545293857,0.7924895804331381,0.6463414634146342,0.7871125611745514
"LGBM(num_leaves=8, n=8), thr=0.2",0.4703703703703704,1.0,0.04666666666666667,0.45627376425855515,1.0,0.5233333333333333,0.08917197452229299,0.6266318537859008,0.3579019141540969,0.21602468994692867,0.6754803951696564,0.7281368821292775,0.5729602214658769,0.3075060532687651,0.5208488458674609
"LGBM(num_leaves=8, n=32), thr=0.2",0.7407407407407407,0.8703703703703703,0.6266666666666667,0.654320987654321,0.8833333333333333,0.755,0.7286821705426356,0.75177304964539,0.7402276100940128,0.7385337492392829,0.7602522864777522,0.7623456790123457,0.7586467632663284,0.5882352941176471,0.7463768115942029
"LGBM(num_leaves=8, n=128), thr=0.2",0.7888888888888889,0.8549618320610687,0.7466666666666667,0.7266187050359713,0.8416666666666667,0.7941666666666667,0.797153024911032,0.7799227799227799,0.7885379024169059,0.7989815400071922,0.78202988651667,0.79079026854852,0.7924735953860159,0.6513761467889908,0.7895816242821986
"LGBM(num_leaves=32, n=8), thr=0.2",0.4777777777777778,1.0,0.06,0.45977011494252873,1.0,0.53,0.11320754716981132,0.6299212598425197,0.3715644035061655,0.2449489742783178,0.6780635036208104,0.7298850574712643,0.58304547985374,0.31386861313868614,0.5268456375838926
"LGBM(num_leaves=32, n=32), thr=0.2",0.7296296296296296,0.8666666666666667,0.6066666666666667,0.6424242424242425,0.8833333333333333,0.745,0.7137254901960784,0.743859649122807,0.7287925696594427,0.7251053563295321,0.7533091977898235,0.7545454545454546,0.7497271238044365,0.5743440233236151,0.736144578313253
"LGBM(num_leaves=32, n=128), thr=0.2",0.7962962962962963,0.8571428571428571,0.76,0.7372262773722628,0.8416666666666667,0.8008333333333333,0.8056537102473498,0.7859922178988327,0.7958229640730912,0.8071112509614591,0.7877174515363918,0.7971845672575599,0.7990033845683289,0.6615384615384615,0.7966310599835662
"LGBM(num_leaves=4, n=8), thr=0.5",0.8148148148148148,0.7976190476190477,0.8933333333333333,0.8431372549019608,0.7166666666666667,0.8049999999999999,0.8427672955974843,0.7747747747747747,0.8087710351861295,0.8441206563872742,0.7773341405168512,0.8203781512605042,0.8125945235196128,0.6875,0.8096446700507615
"LGBM(num_leaves=4, n=32), thr=0.5",0.8185185185185185,0.8176100628930818,0.8666666666666667,0.8198198198198198,0.7583333333333333,0.8125,0.8414239482200647,0.7878787878787878,0.8146513680494263,0.841781080709629,0.7884774547802217,0.8187149413564507,0.815592172231649,0.6927899686520376,0.8148614609571788
"LGBM(num_leaves=4, n=128), thr=0.5",0.7925925925925926,0.8012820512820513,0.8333333333333334,0.7807017543859649,0.7416666666666667,0.7875000000000001,0.8169934640522876,0.7606837606837606,0.7888386123680241,0.8171505630757668,0.7609339444631559,0.7909919028340081,0.7892406818979263,0.656441717791411,0.7889447236180904
"LGBM(num_leaves=8, n=8), thr=0.5",0.8222222222222222,0.8035714285714286,0.9,0.8529411764705882,0.725,0.8125,0.8490566037735849,0.7837837837837838,0.8164201937786844,0.8504200642707613,0.7863729095926286,0.8282563025210083,0.8202812740979639,0.6981132075471698,0.817258883248731
"LGBM(num_leaves=8, n=32), thr=0.5",0.8222222222222222,0.81875,0.8733333333333333,0.8272727272727273,0.7583333333333333,0.8158333333333333,0.8451612903225807,0.7913043478260869,0.8182328190743338,0.8456013639219526,0.7920533345984252,0.8230113636363636,0.8194021848419609,0.6981132075471698,0.8184873949579832
"LGBM(num_leaves=8, n=128), thr=0.5",0.8037037037037037,0.8050314465408805,0.8533333333333334,0.8018018018018018,0.7416666666666667,0.7975000000000001,0.8284789644012945,0.7705627705627706,0.7995208674820325,0.8288306025448655,0.7711482799498873,0.8034166241713412,0.8004437479645299,0.6718266253869969,0.7997481108312343
"LGBM(num_leaves=32, n=8), thr=0.5",0.8222222222222222,0.8035714285714286,0.9,0.8529411764705882,0.725,0.8125,0.8490566037735849,0.7837837837837838,0.8164201937786844,0.8504200642707613,0.7863729095926286,0.8282563025210083,0.8202812740979639,0.6981132075471698,0.817258883248731
"LGBM(num_leaves=32, n=32), thr=0.5",0.8333333333333334,0.8260869565217391,0.8866666666666667,0.8440366972477065,0.7666666666666667,0.8266666666666667,0.8553054662379421,0.8034934497816594,0.8293994580098007,0.8558409712767565,0.8044220293000693,0.8350618268847227,0.8308376189547919,0.7142857142857143,0.8296888141295207
"LGBM(num_leaves=32, n=128), thr=0.5",0.8,0.8037974683544303,0.8466666666666667,0.7946428571428571,0.7416666666666667,0.7941666666666667,0.8246753246753247,0.7672413793103449,0.7959583519928348,0.8249536491262712,0.7676979347683691,0.7992201627486437,0.7966826551641097,0.6666666666666666,0.7961409395973155
"LGBM(num_leaves=4, n=8), thr=0.8",0.5555555555555556,0.5555555555555556,1.0,0.0,0.0,0.5,0.7142857142857143,0.0,0.35714285714285715,0.7453559924999299,0.0,0.2777777777777778,0.5,0.38461538461538464,0.5
"LGBM(num_leaves=4, n=32), thr=0.8",0.7481481481481481,0.6915887850467289,0.9866666666666667,0.9642857142857143,0.45,0.7183333333333334,0.8131868131868132,0.6136363636363636,0.7134115884115884,0.8260554468352024,0.6587325492402599,0.8279372496662216,0.767581077140727,0.5976331360946746,0.7306338028169015
"LGBM(num_leaves=4, n=128), thr=0.8",0.7925925925925926,0.7447916666666666,0.9533333333333334,0.9102564102564102,0.5916666666666667,0.7725,0.8362573099415205,0.7171717171717171,0.7767145135566188,0.8426355809139691,0.7338721796528167,0.8275240384615384,0.7987478878264569,0.656441717791411,0.7823834196891192
"LGBM(num_leaves=8, n=8), thr=0.8",0.5555555555555556,0.5555555555555556,1.0,0.0,0.0,0.5,0.7142857142857143,0.0,0.35714285714285715,0.7453559924999299,0.0,0.2777777777777778,0.5,0.38461538461538464,0.5
"LGBM(num_leaves=8, n=32), thr=0.8",0.7703703703703704,0.7156862745098039,0.9733333333333334,0.9393939393939394,0.5166666666666667,0.7450000000000001,0.8248587570621468,0.6666666666666666,0.7457627118644068,0.834626447693543,0.6966731912120169,0.8275401069518717,0.7832795901635141,0.6265060240963856,0.756544502617801
"LGBM(num_leaves=8, n=128), thr=0.8",0.7925925925925926,0.7582417582417582,0.92,0.8636363636363636,0.6333333333333333,0.7766666666666666,0.8313253012048193,0.7307692307692307,0.781047265987025,0.8352139950829474,0.7395739969534468,0.810939060939061,0.793302699487191,0.656441717791411,0.7842465753424658
"LGBM(num_leaves=32, n=8), thr=0.8",0.5555555555555556,0.5555555555555556,1.0,0.0,0.0,0.5,0.7142857142857143,0.0,0.35714285714285715,0.7453559924999299,0.0,0.2777777777777778,0.5,0.38461538461538464,0.5
"LGBM(num_leaves=32, n=32), thr=0.8",0.7814814814814814,0.7241379310344828,0.98,0.9552238805970149,0.5333333333333333,0.7566666666666666,0.8328611898016998,0.6844919786096256,0.7586765842056626,0.8424103349400416,0.7137595787927529,0.8396809058157488,0.7952706653666128,0.6413373860182371,0.7685265911072363
"LGBM(num_leaves=32, n=128), thr=0.8",0.7703703703703704,0.7444444444444445,0.8933333333333333,0.8222222222222222,0.6166666666666667,0.755,0.8121212121212121,0.7047619047619048,0.7584415584415585,0.8154980300632474,0.7120653320005385,0.7833333333333333,0.7687936011143122,0.6265060240963856,0.7615384615384615
OptimalClassifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PessimalClassifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219412
MajorityClassifier,0.5555555555555556,0.5555555555555556,1.0,0.0,0.0,0.5,0.7142857142857143,0.0,0.35714285714285715,0.7453559924999299,0.0,0.2777777777777778,0.5,0.38461538461538464,0.5
MinorityClassifier,0.4444444444444444,0.0,0.0,0.4444444444444444,1.0,0.5,0.0,0.6153846153846154,0.3076923076923077,0.0,0.6666666666666666,0.2222222222222222,0.5,0.2857142857142857,0.5
RandomClassifier,0.5703703703703704,0.6287878787878788,0.5533333333333333,0.5144927536231884,0.5916666666666667,0.5725,0.5886524822695035,0.5503875968992248,0.5695200395843641,0.5898553152505221,0.5517320115421857,0.5716403162055336,0.5720688762566837,0.39896373056994816,0.5714285714285714
